"CIP_Code","CIP","CIP_T"
50.0703,500703,"Art History, Criticism and Conservation."
50.0704,500704,Arts Management.
50.0705,500705,Drawing.
50.0706,500706,Intermedia/Multimedia.
50.0708,500708,Painting.
50.0709,500709,Sculpture.
50.0710,500710,Printmaking.
50.0711,500711,Ceramic Arts and Ceramics.
50.0712,500712,"Fiber, Textile and Weaving Arts."
50.0713,500713,Metal and Jewelry Arts.
50.0799,500799,"Fine Arts and Art Studies, Other."
50.0901,500901,"Music, General."
50.0902,500902,"Music History, Literature, and Theory."
50.0903,500903,"Music Performance, General."
50.0904,500904,Music Theory and Composition.
50.0905,500905,Musicology and Ethnomusicology.
50.0906,500906,Conducting.
50.0907,500907,Keyboard Instruments.
50.0908,500908,Voice and Opera.
50.0909,500909,Music Management and Merchandising.
50.0910,500910,Jazz/Jazz Studies.
50.0911,500911,Stringed Instruments.
50.0912,500912,Music Pedagogy.
50.0913,500913,Music Technology.
50.0914,500914,Brass Instruments.
50.0915,500915,Woodwind Instruments.
50.0916,500916,Percussion Instruments.
50.0999,500999,"Music, Other."
50.1001,501001,"Arts, Entertainment,and Media Management, General."
50.1002,501002,Fine and Studio Arts Management.
50.1003,501003,Music Management.
50.1004,501004,Theatre/Theatre Arts Management.
50.1099,501099,"Arts, Entertainment, and Media Management, Other."
50.9999,509999,"Visual and Performing Arts, Other."
51.0000,510000,"Health Services/Allied Health/Health Sciences, General."
51.0001,510001,"Health and Wellness, General."
51.0101,510101,Chiropractic.
51.0201,510201,"Communication Sciences and Disorders, General."
51.0202,510202,Audiology/Audiologist.
51.0203,510203,Speech-Language Pathology/Pathologist.
51.0204,510204,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
51.0299,510299,"Communication Disorders Sciences and Services, Other."
51.0401,510401,Dentistry.
51.0501,510501,"Dental Clinical Sciences, General."
51.0502,510502,Advanced General Dentistry.
51.0503,510503,Oral Biology and Oral and Maxillofacial Pathology.
51.0504,510504,Dental Public Health and Education.
51.0505,510505,Dental Materials.
51.0506,510506,Endodontics/Endodontology.
51.0507,510507,Oral/Maxillofacial Surgery.
51.0508,510508,Orthodontics/Orthodontology.
51.0509,510509,Pediatric Dentistry/Pedodontics.
51.0510,510510,Periodontics/Periodontology.
51.0511,510511,Prosthodontics/Prosthodontology.
51.0599,510599,"Advanced/Graduate Dentistry and Oral Sciences, Other."
51.0601,510601,Dental Assisting/Assistant.
51.0602,510602,Dental Hygiene/Hygienist.
51.0603,510603,Dental Laboratory Technology/Technician.
51.0699,510699,"Dental Services and Allied Professions, Other."
51.0701,510701,Health/Health Care Administration/Management.
51.0702,510702,Hospital and Health Care Facilities Administration/Management.
51.0703,510703,Health Unit Coordinator/Ward Clerk.
51.0704,510704,Health Unit Manager/Ward Supervisor.
51.0705,510705,Medical Office Management/Administration.
51.0706,510706,Health Information/Medical Records Administration/Administrator.
51.0707,510707,Health Information/Medical Records Technology/Technician.
51.0708,510708,Medical Transcription/Transcriptionist.
51.0709,510709,Medical Office Computer Specialist/Assistant.
51.0710,510710,Medical Office Assistant/Specialist.
51.0711,510711,Medical/Health Management and Clinical Assistant/Specialist.
51.0712,510712,Medical Reception/Receptionist.
51.0713,510713,Medical Insurance Coding Specialist/Coder.
51.0714,510714,Medical Insurance Specialist/Medical Biller.
51.0715,510715,Health/Medical Claims Examiner.
51.0716,510716,Medical Administrative/Executive Assistant and Medical Secretary.
51.0717,510717,Medical Staff Services Technology/Technician.
51.0718,510718,Long Term Care Administration/Management.
51.0719,510719,Clinical Research Coordinator.
51.0799,510799,"Health and Medical Administrative Services, Other."
51.0801,510801,Medical/Clinical Assistant.
51.0802,510802,Clinical/Medical Laboratory Assistant.
51.0803,510803,Occupational Therapist Assistant.
51.0805,510805,Pharmacy Technician/Assistant.
51.0806,510806,Physical Therapy Technician/Assistant.
51.0808,510808,Veterinary/Animal Health Technology/Technician and Veterinary Assistant.
51.0809,510809,Anesthesiologist Assistant.
51.0810,510810,Emergency Care Attendant (EMT Ambulance).
51.0811,510811,Pathology/Pathologist Assistant.
51.0812,510812,Respiratory Therapy Technician/Assistant.
51.0813,510813,Chiropractic Assistant/Technician.
51.0814,510814,Radiologist Assistant.
51.0815,510815,Lactation Consultant.
51.0816,510816,Speech-Language Pathology Assistant.
51.0899,510899,"Allied Health and Medical Assisting Services, Other."
51.0901,510901,Cardiovascular Technology/Technologist.
51.0902,510902,Electrocardiograph Technology/Technician.
51.0903,510903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist.
51.0904,510904,Emergency Medical Technology/Technician (EMT Paramedic).
51.0905,510905,Nuclear Medical Technology/Technologist.
51.0906,510906,Perfusion Technology/Perfusionist.
51.0907,510907,Medical Radiologic Technology/Science - Radiation Therapist.
51.0908,510908,Respiratory Care Therapy/Therapist.
51.0909,510909,Surgical Technology/Technologist.
51.0910,510910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician.
51.0911,510911,Radiologic Technology/Science - Radiographer.
51.0912,510912,Physician Assistant.
51.0913,510913,Athletic Training/Trainer.
51.0914,510914,Gene/Genetic Therapy.
51.0915,510915,Cardiopulmonary Technology/Technologist.
51.0916,510916,Radiation Protection/Health Physics Technician.
51.0917,510917,Polysomnography.
51.0918,510918,Hearing Instrument Specialist.
51.0919,510919,Mammography Technician/Technology.
51.0920,510920,Magnetic Resonance Imaging (MRI) Technology/Technician.
51.0999,510999,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other."
51.1001,511001,Blood Bank Technology Specialist.
51.1002,511002,Cytotechnology/Cytotechnologist.
51.1003,511003,Hematology Technology/Technician.
51.1004,511004,Clinical/Medical Laboratory Technician.
51.1005,511005,Clinical Laboratory Science/Medical Technology/Technologist.
51.1006,511006,Ophthalmic Laboratory Technology/Technician.
51.1007,511007,Histologic Technology/Histotechnologist.
51.1008,511008,Histologic Technician.
51.1009,511009,Phlebotomy Technician/Phlebotomist.
51.1010,511010,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist.
51.1011,511011,Renal/Dialysis Technologist/Technician.
51.1012,511012,Sterile Processing Technology/Technician.
51.1099,511099,"Clinical/Medical Laboratory Science and Allied Professions, Other."
51.1101,511101,Pre-Dentistry Studies.
51.1102,511102,Pre-Medicine/Pre-Medical Studies.
51.1103,511103,Pre-Pharmacy Studies.
51.1104,511104,Pre-Veterinary Studies.
51.1105,511105,Pre-Nursing Studies.
51.1106,511106,Pre-Chiropractic Studies.
51.1107,511107,Pre-Occupational Therapy Studies.
51.1108,511108,Pre-Optometry Studies.
51.1109,511109,Pre-Physical Therapy Studies.
51.1199,511199,"Health/Medical Preparatory Programs, Other."
51.1201,511201,Medicine.
51.1401,511401,Medical Scientist.
51.1501,511501,Substance Abuse/Addiction Counseling.
51.1502,511502,Psychiatric/Mental Health Services Technician.
51.1503,511503,Clinical/Medical Social Work.
51.1504,511504,Community Health Services/Liaison/Counseling.
51.1505,511505,Marriage and Family Therapy/Counseling.
51.1506,511506,Clinical Pastoral Counseling/Patient Counseling.
51.1507,511507,Psychoanalysis and Psychotherapy.
51.1508,511508,Mental Health Counseling/Counselor.
51.1509,511509,Genetic Counseling/Counselor.
51.1599,511599,"Mental and Social Health Services and Allied Professions, Other."
51.1601,511601,"Nursing/Registered Nurse (RN, ASN, BSN, MSN)."
51.1602,511602,"Nursing Administration (MSN, MS, PhD)."
51.1603,511603,Adult Health Nurse/Nursing.
51.1604,511604,Nurse Anesthetist.
51.1605,511605,Family Practice Nurse/Nurse Practitioner.
51.1606,511606,Maternal/Child Health and Neonatal Nurse/Nursing.
51.1607,511607,Nurse Midwife/Nursing Midwifery.
51.1608,511608,"Nursing Science (MS, PhD)."
51.1609,511609,Pediatric Nurse/Nursing.
51.1610,511610,Psychiatric/Mental Health Nurse/Nursing.
51.1611,511611,Public Health/Community Nurse/Nursing.
51.1612,511612,Perioperative/Operating Room and Surgical Nurse/Nursing.
51.1613,511613,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl, AAS)"
51.1614,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant.
51.1616,511616,Clinical Nurse Specialist.
51.1617,511617,Critical Care Nursing.
51.1618,511618,Occupational and Environmental Health Nursing.
51.1699,511699,"Nursing, Other."
51.1701,511701,Optometry.
51.1801,511801,Opticianry/Ophthalmic Dispensing Optician.
51.1802,511802,Optometric Technician/Assistant.
51.1803,511803,Ophthalmic Technician/Technologist.
51.1804,511804,Orthoptics/Orthoptist.
51.1899,511899,"Ophthalmic and Optometric Support Services and Allied Professions, Other."
51.1901,511901,Osteopathic Medicine/Osteopathy.
51.2001,512001,Pharmacy.
51.2002,512002,Pharmacy Administration and Pharmacy Policy and Regulatory Affairs.
51.2003,512003,Pharmaceutics and Drug Design.
51.2004,512004,Medicinal and Pharmaceutical Chemistry.
51.2005,512005,Natural Products Chemistry and Pharmacognosy.
51.2006,512006,Clinical and Industrial Drug Development.
51.2007,512007,Pharmacoeconomics/Pharmaceutical Economics.
51.2008,512008,"Clinical, Hospital, and Managed Care Pharmacy."
51.2009,512009,Industrial and Physical Pharmacy and Cosmetic Sciences.
51.2010,512010,Pharmaceutical Sciences.
51.2011,512011,Pharmaceutical Marketing and Management.
51.2099,512099,"Pharmacy, Pharmaceutical Sciences, and Administration, Other."
51.2101,512101,Podiatric Medicine/Podiatry.
51.2201,512201,"Public Health, General."
51.2202,512202,Environmental Health.
51.2205,512205,Health/Medical  Physics.
51.2206,512206,Occupational Health and Industrial Hygiene.
51.2207,512207,Public Health Education and Promotion.
51.2208,512208,Community Health and Preventive Medicine.
51.2209,512209,Maternal and Child Health.
51.2210,512210,International Public Health/International Health.
51.2211,512211,Health Services Administration.
51.2212,512212,Behavioral Aspects of Health.
51.2299,512299,"Public Health, Other."
51.2301,512301,Art Therapy/Therapist.
51.2302,512302,Dance Therapy/Therapist.
51.2305,512305,Music Therapy/Therapist.
51.2306,512306,Occupational Therapy/Therapist.
51.2307,512307,Orthotist/Prosthetist.
51.2308,512308,Physical Therapy/Therapist.
51.2309,512309,Therapeutic Recreation/Recreational Therapy.
51.2310,512310,Vocational Rehabilitation Counseling/Counselor.
51.2311,512311,Kinesiotherapy/Kinesiotherapist.
51.2312,512312,Assistive/Augmentative Technology and Rehabilitation Engineering.
51.2313,512313,Animal-Assisted Therapy.
51.2314,512314,Rehabilitation Science.
51.2399,512399,"Rehabilitation and Therapeutic Professions, Other."
51.2401,512401,Veterinary Medicine.
51.2501,512501,"Veterinary Sciences/Veterinary Clinical Sciences, General."
51.2502,512502,Veterinary Anatomy.
51.2503,512503,Veterinary Physiology.
51.2504,512504,Veterinary Microbiology and Immunobiology.
51.2505,512505,Veterinary Pathology and Pathobiology.
51.2506,512506,Veterinary Toxicology and Pharmacology.
51.2507,512507,Large Animal/Food Animal and Equine Surgery and Medicine.
51.2508,512508,Small/Companion Animal Surgery and Medicine.
51.2509,512509,Comparative and Laboratory Animal Medicine.
51.2510,512510,"Veterinary Preventive Medicine, Epidemiology, and Public Health."
51.2511,512511,Veterinary Infectious Diseases.
51.2599,512599,"Veterinary Biomedical and Clinical Sciences, Other."
51.2601,512601,Health Aide.
51.2602,512602,Home Health Aide/Home Attendant.
51.2603,512603,Medication Aide.
51.2604,512604,Rehabilitation Aide.
51.2699,512699,"Health Aides/Attendants/Orderlies, Other."
51.2703,512703,Medical Illustration/Medical Illustrator.
51.2706,512706,Medical Informatics.
51.2799,512799,"Medical Illustration and Informatics, Other."
51.3101,513101,Dietetics/Dietitian.
51.3102,513102,Clinical Nutrition/Nutritionist.
51.3103,513103,Dietetic Technician.
51.3104,513104,Dietitian Assistant.
51.3199,513199,"Dietetics and Clinical Nutrition Services, Other."
51.3201,513201,Bioethics/Medical Ethics.
51.3300,513300,"Alternative and Complementary Medicine and Medical Systems, General."
51.3301,513301,Acupuncture and Oriental Medicine.
51.3302,513302,Traditional Chinese Medicine and Chinese Herbology.
51.3303,513303,Naturopathic Medicine/Naturopathy.
51.3304,513304,Homeopathic Medicine/Homeopathy.
51.3305,513305,Ayurvedic Medicine/Ayurveda.
51.3306,513306,Holistic Health.
51.3399,513399,"Alternative and Complementary Medicine and Medical Systems, Other."
51.3401,513401,Direct Entry Midwifery.
51.3499,513499,"Alternative and Complementary Medical Support Services, Other."
51.3501,513501,Massage Therapy/Therapeutic Massage.
51.3502,513502,Asian Bodywork Therapy.
51.3503,513503,Somatic Bodywork.
51.3599,513599,"Somatic Bodywork and Related Therapeutic Services, Other."
51.3601,513601,Movement Therapy and Movement Education.
51.3602,513602,Yoga Teacher Training/Yoga Therapy.
51.3603,513603,Hypnotherapy/Hypnotherapist.
51.3699,513699,"Movement and Mind-Body Therapies and Education, Other."
51.3701,513701,Aromatherapy.
51.3702,513702,Herbalism/Herbalist.
51.3703,513703,Polarity Therapy.
51.3704,513704,Reiki.
51.3799,513799,"Energy and Biologically Based Therapies, Other."
51.3801,513801,Registered Nursing/Registered Nurse.
51.3802,513802,Nursing Administration.
51.3803,513803,Adult Health Nurse/Nursing.
51.3804,513804,Nurse Anesthetist.
51.3805,513805,Family Practice Nurse/Nursing.
51.3806,513806,Maternal/Child Health and Neonatal Nurse/Nursing.
51.3807,513807,Nurse Midwife/Nursing Midwifery.
51.3808,513808,Nursing Science.
51.3809,513809,Pediatric Nurse/Nursing.
51.3810,513810,Psychiatric/Mental Health Nurse/Nursing.
51.3811,513811,Public Health/Community Nurse/Nursing.
51.3812,513812,Perioperative/Operating Room and Surgical Nurse/Nursing.
51.3813,513813,Clinical Nurse Specialist.
51.3814,513814,Critical Care Nursing.
51.3815,513815,Occupational and Environmental Health Nursing.
51.3816,513816,Emergency Room/Trauma Nursing.
51.3817,513817,Nursing Education.
51.3818,513818,Nursing Practice.
51.3819,513819,Palliative Care Nursing.
51.3820,513820,Clinical Nurse Leader.
51.3821,513821,Geriatric Nurse/Nursing.
51.3822,513822,Women's Health Nurse/Nursing.
51.3899,513899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other."
51.3901,513901,Licensed Practical/Vocational Nurse Training.
51.3902,513902,Nursing Assistant/Aide and Patient Care Assistant/Aide.
51.3999,513999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other."
51.9999,519999,"Health Professions and Related Clinical Sciences, Other."
52.0101,520101,"Business/Commerce, General."
52.0201,520201,"Business Administration and Management, General."
52.0202,520202,"Purchasing, Procurement/Acquisitions and Contracts Management."
52.0203,520203,"Logistics, Materials, and Supply Chain Management."
52.0204,520204,Office Management and Supervision.
52.0205,520205,Operations Management and Supervision.
52.0206,520206,Non-Profit/Public/Organizational Management.
52.0207,520207,Customer Service Management.
52.0208,520208,E-Commerce/Electronic Commerce.
52.0209,520209,Transportation/Mobility Management.
52.0210,520210,Research and Development Management.
52.0211,520211,Project Management.
52.0212,520212,Retail Management.
52.0213,520213,Organizational Leadership.
52.0299,520299,"Business Administration, Management and Operations, Other."
52.0301,520301,Accounting.
52.0302,520302,Accounting Technology/Technician and Bookkeeping.
52.0303,520303,Auditing.
52.0304,520304,Accounting and Finance.
52.0305,520305,Accounting and Business/Management.
52.0399,520399,"Accounting and Related Services, Other."
52.0401,520401,"Administrative Assistant and Secretarial Science, General."
52.0402,520402,Executive Assistant/Executive Secretary.
52.0406,520406,Receptionist.
52.0407,520407,Business/Office Automation/Technology/Data Entry.
52.0408,520408,General Office Occupations and Clerical Services.
52.0409,520409,"Parts, Warehousing, and Inventory Management Operations."
52.0410,520410,"Traffic, Customs, and Transportation Clerk/Technician."
52.0411,520411,Customer Service Support/Call Center/Teleservice Operation.
52.0499,520499,"Business Operations Support and Secretarial Services, Other."
52.0501,520501,Business/Corporate Communications.
52.0601,520601,Business/Managerial Economics.
52.0701,520701,Entrepreneurship/Entrepreneurial Studies.
52.0702,520702,Franchising and Franchise Operations.
52.0703,520703,Small Business Administration/Management.
52.0799,520799,"Entrepreneurial and Small Business Operations, Other."
52.0801,520801,"Finance, General."
52.0803,520803,Banking and Financial Support Services.
52.0804,520804,Financial Planning and Services.
52.0806,520806,International Finance.
52.0807,520807,Investments and Securities.
52.0808,520808,Public Finance.
52.0809,520809,Credit Management.
52.0899,520899,"Finance and Financial Management Services, Other."
52.0901,520901,"Hospitality Administration/Management, General."
52.0903,520903,Tourism and Travel Services Management.
52.0904,520904,Hotel/Motel Administration/Management.
52.0905,520905,Restaurant/Food Services Management.
52.0906,520906,Resort Management.
52.0907,520907,Meeting and Event Planning.
52.0908,520908,Casino Management.
52.0909,520909,"Hotel, Motel, and Restaurant Management."
52.0999,520999,"Hospitality Administration/Management, Other."
52.1001,521001,"Human Resources Management/Personnel Administration, General."
52.1002,521002,Labor and Industrial Relations.
52.1003,521003,Organizational Behavior Studies.
52.1004,521004,Labor Studies.
52.1005,521005,Human Resources Development.
52.1099,521099,"Human Resources Management and Services, Other."
52.1101,521101,International Business/Trade/Commerce.
52.1201,521201,"Management Information Systems, General."
52.1206,521206,Information Resources Management.
52.1207,521207,Knowledge Management.
52.1299,521299,"Management Information Systems and Services, Other."
52.1301,521301,Management Science.
52.1302,521302,Business Statistics.
52.1304,521304,Actuarial Science.
52.1399,521399,"Management Sciences and Quantitative Methods, Other."
52.1401,521401,"Marketing/Marketing Management, General."
52.1402,521402,Marketing Research.
52.1403,521403,International Marketing.
52.1499,521499,"Marketing, Other."
52.1501,521501,Real Estate.
52.1601,521601,Taxation.
52.1701,521701,Insurance.
52.1801,521801,"Sales, Distribution, and Marketing Operations, General."
52.1802,521802,Merchandising and Buying Operations.
52.1803,521803,Retailing and Retail Operations.
52.1804,521804,Selling Skills and Sales Operations.
52.1899,521899,"General Merchandising, Sales, and Related Marketing Operations, Other."
52.1901,521901,Auctioneering.
52.1902,521902,Fashion Merchandising.
52.1903,521903,Fashion Modeling.
52.1904,521904,Apparel and Accessories Marketing Operations.
52.1905,521905,Tourism and Travel Services Marketing Operations.
52.1906,521906,Tourism Promotion Operations.
52.1907,521907,Vehicle and Vehicle Parts and Accessories Marketing Operations.
52.1908,521908,Business and Personal/Financial Services Marketing Operations.
52.1909,521909,Special Products Marketing Operations.
52.1910,521910,Hospitality and Recreation Marketing Operations.
52.1999,521999,"Specialized Merchandising, Sales, and Marketing Operations, Other."
52.2001,522001,Construction Management.
52.2101,522101,Telecommunications Management.
52.9999,529999,"Business, Management, Marketing, and Related Support Services, Other."
53.0101,530101,Regular/General High School/Secondary Diploma Program.
53.0102,530102,College/University Preparatory and Advanced High School/Secondary Diploma Program.
53.0103,530103,Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program.
53.0104,530104,Honors/Regents High School/Secondary Diploma Program.
53.0105,530105,Adult High School/Secondary Diploma Program.
53.0199,530199,"High School/Secondary Diploma Programs, Other."
53.0201,530201,High School Equivalence Certificate Program.
53.0202,530202,High School Certificate of Competence Program.
53.0203,530203,Certificate of IEP Completion Program.
53.0299,530299,"High School/Secondary Certificates, Other."
54.0101,540101,"History, General."
54.0102,540102,American  History (United States).
54.0103,540103,European History.
54.0104,540104,History and Philosophy of Science and Technology.
54.0105,540105,Public/Applied History.
54.0106,540106,Asian History.
54.0107,540107,Canadian History.
54.0108,540108,Military History.
54.0199,540199,"History, Other."
60.0101,600101,Oral and Maxillofacial Surgery Residency Program.
60.0102,600102,Dental Public Health Residency Program.
60.0103,600103,Endodontics Residency Program.
60.0104,600104,Oral and Maxillofacial Pathology Residency Program.
60.0105,600105,Orthodontics Residency Program.
60.0106,600106,Pediatric Dentistry Residency Program.
60.0107,600107,Periodontology Residency Program.
60.0108,600108,Prosthodontics Residency Program.
60.0109,600109,Oral and Maxillofacial Radiology Residency Program.
60.0199,600199,"Dental Residency Program, Other."
60.0201,600201,Aerospace Medicine.
60.0202,600202,Allergies and Immunology.
60.0203,600203,Anesthesiology.
60.0204,600204,Blood Banking.
60.0205,600205,Cardiology.
60.0206,600206,Chemical Pathology.
60.0207,600207,Child/Pediatric Neurology.
60.0208,600208,Child Psychiatry.
60.0209,600209,Colon and Rectal Surgery.
60.0210,600210,Critical Care Anesthesiology.
60.0211,600211,Critical Care Medicine.
60.0212,600212,Critical Care Surgery.
60.0213,600213,Dermatology.
60.0214,600214,Dermatopathology.
60.0215,600215,Diagnostic Radiology.
60.0216,600216,Emergency Medicine.
60.0217,600217,Endocrinology and Metabolism.
60.0218,600218,Family Medicine.
60.0219,600219,Forensic Pathology.
60.0220,600220,Gastroenterology.
60.0221,600221,General Surgery.
60.0222,600222,Geriatric Medicine.
60.0223,600223,Hand Surgery.
60.0224,600224,Hematology.
60.0225,600225,Hematological Pathology.
60.0226,600226,Immunopathology.
60.0227,600227,Infectious Disease.
60.0228,600228,Internal Medicine.
60.0229,600229,Laboratory Medicine.
60.0230,600230,Musculoskeletal Oncology.
60.0231,600231,Neonatal-Perinatal Medicine.
60.0232,600232,Nephrology.
60.0233,600233,Neurological Surgery/Neurosurgery.
60.0234,600234,Neurology.
60.0235,600235,Neuropathology.
60.0236,600236,Nuclear Medicine.
60.0237,600237,Nuclear Radiology.
60.0238,600238,Obstetrics and Gynecology.
60.0239,600239,Occupational Medicine.
60.0240,600240,Oncology.
60.0241,600241,Ophthalmology.
60.0242,600242,Orthopedics/Orthopedic Surgery.
60.0243,600243,Otolaryngology.
60.0244,600244,Pathology.
60.0245,600245,Pediatric Cardiology.
60.0246,600246,Pediatric Endocrinology.
60.0247,600247,Pediatric Hemato-Oncology.
60.0248,600248,Pediatric Nephrology.
60.0249,600249,Pediatric Orthopedics.
60.0250,600250,Pediatric Surgery.
60.0251,600251,Pediatrics.
60.0252,600252,Physical and Rehabilitation Medicine.
60.0253,600253,Plastic Surgery.
60.0254,600254,Preventive Medicine.
60.0255,600255,Psychiatry.
60.0256,600256,Public Health Medicine.
60.0257,600257,Pulmonary Disease.
60.0258,600258,Radiation Oncology.
60.0259,600259,Radioisotopic Pathology.
60.0260,600260,Rheumatology.
60.0261,600261,Sports Medicine.
60.0262,600262,Thoracic Surgery.
60.0263,600263,Urology.
60.0264,600264,Vascular Surgery.
60.0265,600265,Adult Reconstructive Orthopedics (Orthopedic Surgery).
60.0266,600266,Child Neurology.
60.0267,600267,Cytopathology.
60.0268,600268,Geriatric Medicine (Internal Medicine).
60.0269,600269,Pediatric Urology.
60.0270,600270,Physical Medicine and Rehabilitation/Psychiatry.
60.0271,600271,Orthopedic Surgery of the Spine.
60.0299,600299,"Medical Residency Programs, Other."
60.0301,600301,Veterinary Anesthesiology Residency Program.
60.0302,600302,Veterinary Dentistry Residency Program.
60.0303,600303,Veterinary Dermatology Residency Program.
60.0304,600304,Veterinary Emergency and Critical Care Medicine Residency Program.
60.0305,600305,Veterinary Internal Medicine Residency Program.
60.0306,600306,Laboratory Animal Medicine Residency Program.
60.0307,600307,Veterinary Microbiology Residency Program.
60.0308,600308,Veterinary Nutrition Residency Program.
60.0309,600309,Veterinary Ophthalmology Residency Program.
60.0310,600310,Veterinary Pathology Residency Program.
60.0311,600311,Veterinary Practice Residency Program.
60.0312,600312,Veterinary Preventive Medicine Residency Program.
60.0313,600313,Veterinary Radiology Residency Program.
60.0314,600314,Veterinary Surgery Residency Program.
60.0315,600315,Theriogenology Residency Program.
60.0316,600316,Veterinary Toxicology Residency Program.
60.0317,600317,Zoological Medicine Residency Program.
60.0318,600318,Poultry Veterinarian Residency Program.
60.0319,600319,Veterinary Behaviorist Residency Program.
60.0320,600320,Veterinary Clinical Pharmacology Residency Program.
60.0399,600399,"Veterinary Residency Programs, Other."
60.0401,600401,Aerospace Medicine Residency Program.
60.0402,600402,Allergy and Immunology Residency Program.
60.0403,600403,Anesthesiology Residency Program.
60.0404,600404,Child Neurology Residency Program.
60.0405,600405,Clinical Biochemical Genetics Residency Program.
60.0406,600406,Clinical Cytogenetics Residency Program.
60.0407,600407,Clinical Genetics Residency Program.
60.0408,600408,Clinical Molecular Genetics Residency Program.
60.0409,600409,Colon and Rectal Surgery Residency Program.
60.0410,600410,Dermatology Residency Program.
60.0411,600411,Diagnostic Radiology Residency Program.
60.0412,600412,Emergency Medicine Residency Program.
60.0413,600413,Family Medicine Residency Program.
60.0414,600414,General Surgery Residency Program.
60.0415,600415,Internal Medicine Residency Program.
60.0416,600416,Neurological Surgery Residency Program.
60.0417,600417,Neurology Residency Program.
60.0418,600418,Nuclear Medicine Residency Program.
60.0419,600419,Obstetrics and Gynecology Residency Program.
60.0420,600420,Occupational Medicine Residency Program.
60.0421,600421,Ophthalmology Residency Program.
60.0422,600422,Orthopedic Surgery Residency Program.
60.0423,600423,Otolaryngology Residency Program.
60.0424,600424,Pathology Residency Program.
60.0425,600425,Pediatrics Residency Program.
60.0426,600426,Physical Medicine and Rehabilitation Residency Program.
60.0427,600427,Plastic Surgery Residency Program.
60.0428,600428,Psychiatry Residency Program.
60.0429,600429,Public Health and General Preventive Medicine Residency Program.
60.0430,600430,Radiation Oncology Residency Program.
60.0431,600431,Radiologic Physics Residency Program.
60.0432,600432,Thoracic Surgery Residency Program.
60.0433,600433,Urology Residency Program.
60.0434,600434,Vascular Surgery Residency Program.
60.0499,600499,"Medical Residency Programs - General Certificates, Other."
60.0501,600501,Addiction Psychiatry Residency Program.
60.0502,600502,Adolescent Medicine Residency Program.
60.0503,600503,Blood Banking/Transfusion Medicine Residency Program.
60.0504,600504,Cardiovascular Disease Residency Program.
60.0505,600505,Chemical Pathology Residency Program.
60.0506,600506,Child Abuse Pediatrics Residency Program.
60.0507,600507,Child and Adolescent Psychiatry Residency Program.
60.0508,600508,Clinical Cardiac Electrophysiology Residency Program.
60.0509,600509,Clinical Neurophysiology Residency Program.
60.0510,600510,Congenital Cardiac Surgery Residency Program.
60.0511,600511,Critical Care Medicine Residency Program.
60.0512,600512,Cytopathology Residency Program.
60.0513,600513,Dermatopathology Residency Program.
60.0514,600514,Developmental-Behavioral Pediatrics Residency Program.
60.0515,600515,Diagnostic Radiologic Physics Residency Program.
60.0516,600516,"Endocrinology, Diabetes and Metabolism Residency Program."
60.0517,600517,Forensic Pathology Residency Program.
60.0518,600518,Forensic Psychiatry Residency Program.
60.0519,600519,Gastroenterology Residency Program.
60.0520,600520,Geriatric Medicine Residency Program.
60.0521,600521,Geriatric Psychiatry Residency Program.
60.0522,600522,Gynecologic Oncology Residency Program.
60.0523,600523,Hematological Pathology Residency Program.
60.0524,600524,Hematology Residency Program.
60.0525,600525,Hospice and Palliative Medicine Residency Program.
60.0526,600526,Immunopathology Residency Program.
60.0527,600527,Infectious Disease Residency Program.
60.0528,600528,Interventional Cardiology Residency Program.
60.0529,600529,Laboratory Medicine Residency Program.
60.0530,600530,Maternal and Fetal Medicine Residency Program.
60.0531,600531,Medical Biochemical Genetics Residency Program.
60.0532,600532,Medical Microbiology Residency Program.
60.0533,600533,Medical Nuclear Physics Residency Program.
60.0534,600534,Medical Oncology Residency Program.
60.0535,600535,Medical Toxicology Residency Program.
60.0536,600536,Molecular Genetic Pathology Residency Program.
60.0537,600537,Musculoskeletal Oncology Residency Program.
60.0538,600538,Neonatal-Perinatal Medicine Residency Program.
60.0539,600539,Nephrology Residency Program.
60.0540,600540,Neurodevelopmental Disabilities Residency Program.
60.0541,600541,Neuromuscular Medicine Residency Program.
60.0542,600542,Neuropathology Residency Program.
60.0543,600543,Neuroradiology Residency Program.
60.0544,600544,Neurotology Residency Program.
60.0545,600545,Nuclear Radiology Residency Program.
60.0546,600546,Orthopedic Sports Medicine Residency Program.
60.0547,600547,Orthopedic Surgery of the Spine Residency Program.
60.0548,600548,Pain Medicine Residency Program.
60.0549,600549,Pediatric Cardiology Residency Program.
60.0550,600550,Pediatric Critical Care Medicine Residency Program.
60.0551,600551,Pediatric Dermatology Residency Program.
60.0552,600552,Pediatric Emergency Medicine Residency Program.
60.0553,600553,Pediatric Endocrinology Residency Program.
